"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ABCA1",0,1.81999006562108,0.677,0.15,0
"EYA2",0,2.76271795091018,0.72,0.127,0
"FOXP2",0,4.45758824901805,0.791,0.15,0
"GRM4",0,1.65241288209769,0.859,0.194,0
"ITGA6",0,1.61697244729187,0.671,0.147,0
"LMNTD1",0,1.7648055997573,0.449,0.045,0
"MEIS2",0,3.6834441130978,0.995,0.433,0
"NPFFR2",0,2.49117649377132,0.688,0.124,0
"PBX3",0,4.27189221376106,0.991,0.249,0
"RGS9",0,1.41510431217354,0.712,0.153,0
"SIX3",0,0.691830592626345,0.395,0.011,0
"SV2C",0,2.71658362671266,0.845,0.145,0
"TSHZ1",0,2.92410473672593,0.976,0.35,0
"WFS1",0,1.31728775326231,0.624,0.12,0
"ZNF736P9Y",0,1.57867258394788,0.54,0.069,0
"GABRQ",7.70461639671977e-306,1.12116584167445,0.441,0.048,3.13924595084347e-301
"SPATA13",5.64871426684563e-296,1.69835940161186,0.912,0.39,2.30156862802625e-291
"LUZP2",9.77113198790323e-286,2.55896765888658,0.963,0.706,3.98124772847117e-281
"DOCK10",1.03060096074977e-285,2.39100065321411,0.957,0.555,4.19918361457493e-281
"CACNG5",6.72418476660022e-281,1.19675956005484,0.499,0.074,2.73976908315126e-276
"GALNTL6",8.65737291761773e-280,2.06922576493991,0.991,0.789,3.52744659528334e-275
"TRHDE",1.16024860541067e-279,1.61854435883495,0.938,0.415,4.72743294274577e-275
"PTPRD",8.67144543516734e-277,-3.84195714142985,0.752,0.971,3.53318044255893e-272
"TCF4",1.23390977566422e-274,-2.2280874844394,0.39,0.956,5.02756538094387e-270
"LINC01833",7.5692339441508e-271,0.359748803660374,0.23,0.006,3.08408437054424e-266
"SYT10",2.66155292842221e-269,1.41276679660536,0.511,0.085,1.08444974068563e-264
"RASSF8",8.09408489841702e-265,1.88511268096221,0.86,0.375,3.29793489186001e-260
"SLC35F4",7.41484511021844e-261,2.50601759656352,0.819,0.366,3.0211786401585e-256
"GNG4",1.92901948017223e-259,1.48410224127091,0.896,0.367,7.85978987196177e-255
"EPS8",7.556934146771e-257,1.71456981972666,0.781,0.274,3.07907281810185e-252
"HS6ST2",9.59251560746818e-257,1.8431304592543,0.892,0.403,3.90847048426291e-252
"EPHA6",8.41609761080465e-248,2.05625553176249,0.974,0.799,3.42913897152235e-243
"FRMD7",7.36001004243125e-245,0.539404869510213,0.183,0.002,2.99883609178861e-240
"LINGO2",6.63009092889758e-244,-2.89864885064459,0.371,0.876,2.70143054897932e-239
"GRIK3",1.61735462756572e-243,1.32283242362614,0.897,0.342,6.58991143001651e-239
"MEIS1",9.40878698501139e-242,1.3542491757082,0.627,0.159,3.83361025704289e-237
"SLC24A2",6.3966813715645e-241,-2.93545180665023,0.152,0.773,2.60632782484396e-236
"KIRREL1",9.9141790623412e-240,1.23307362307622,0.646,0.165,4.03953225895092e-235
"SYNPR",1.81881265967696e-239,1.75730559242684,0.97,0.596,7.41075218185377e-235
"KCND2",3.3896388521758e-238,1.95724068776453,0.985,0.871,1.38110835031903e-233
"PCDH11Y",2.23381293394299e-236,2.272500304409,0.817,0.403,9.10167079935071e-232
"NRG3",5.03705607781564e-235,-2.42231991794667,0.858,0.97,2.05234849890598e-230
"NR2F1-AS1",5.40999930295769e-231,-2.0744227174082,0.178,0.805,2.20430421599011e-226
"SOX1-OT",8.7719574120905e-231,1.08690738028772,0.734,0.213,3.57413404755627e-226
"MVB12B",1.07276101624908e-230,1.5988336276878,0.973,0.715,4.37096476070688e-226
"RPS6KA5",1.38034714988918e-229,1.53024213181713,0.941,0.604,5.62422446222348e-225
"LINC00354",8.02154666017948e-225,0.871486081282166,0.468,0.083,3.26837918669013e-220
"LINC01550",3.69449589688541e-223,0.955243556200471,0.39,0.056,1.50532235318596e-218
"PDIA5",2.09321238554514e-220,1.20050758052429,0.693,0.23,8.52879386490369e-216
"GAD2",3.10845558609666e-218,0.8728259751865,0.902,0.314,1.26654022855509e-213
"ERBB4",2.52828111330269e-216,2.1002276818437,0.946,0.659,1.03014813961518e-211
"PBX1",6.33644409898351e-216,1.43684924225772,1,0.91,2.58178414813083e-211
"OTOF",8.65099548752529e-214,1.24377383333515,0.597,0.15,3.52484811139218e-209
"TRHDE-AS1",1.94412838682193e-213,1.02708995597076,0.705,0.214,7.92135111210594e-209
"SOX5",1.17051796870449e-212,-3.03864043048324,0.257,0.776,4.76927546348645e-208
"PEG10",1.4606701124564e-208,1.59325052386973,0.855,0.424,5.95150037320361e-204
"CUBN",1.91458755129811e-208,1.17534128053476,0.556,0.139,7.80098697776413e-204
"GDNF-AS1",3.18199707594076e-208,1.16548217077895,0.347,0.047,1.29650470859206e-203
"MPPED2",3.48059204952675e-208,1.37304252755703,0.934,0.558,1.41816723057967e-203
"ZFHX4",5.82082128005979e-208,1.37400864613684,0.645,0.189,2.37169363056036e-203
"CAPSL",2.08097244343965e-205,0.36936222836678,0.2,0.009,8.47892222079486e-201
"VWC2L",4.5504669391779e-202,2.43093874500133,0.697,0.281,1.85408775436804e-197
"PCDH11X",1.40772171063197e-201,2.38741144485772,0.864,0.584,5.73576210996996e-197
"ZADH2",2.4058124782039e-201,1.19839135350028,0.829,0.393,9.80248294244177e-197
"TMEM47",2.05870774954334e-198,1.23908437569072,0.751,0.313,8.38820472551436e-194
"SOX2-OT",1.41944227969484e-197,1.63845651757942,0.954,0.742,5.78351756861661e-193
"ACVR1C",1.99647109095455e-197,1.1412878824196,0.62,0.177,8.1346214600943e-193
"GAD1",7.00637793440854e-197,1.01890959840023,0.941,0.386,2.85474868937476e-192
"RARB",4.1657137654761e-196,2.14021081523656,0.696,0.274,1.69732007374324e-191
"ADARB2",1.29978237691777e-194,0.985207940233639,0.975,0.562,5.29596329475146e-190
"ZBTB20",3.13620864050358e-194,1.54300434193531,0.954,0.636,1.27784821057318e-189
"MAML3",2.436713197777e-193,1.38791393389049,0.959,0.589,9.92838792434238e-189
"GNAL",1.76339771134002e-189,1.31183754183525,0.983,0.746,7.1849639748549e-185
"RASSF8-AS1",2.71060377614164e-188,1.21867741751151,0.786,0.388,1.10443550858891e-183
"RD3",3.26300802422265e-188,0.25751588395752,0.155,0.004,1.32951261946952e-183
"TLL1",4.83141411670993e-187,1.50815772965972,0.79,0.35,1.96855968185346e-182
"MAST4",7.20641999194255e-187,-1.65159489237815,0.28,0.817,2.93625582571699e-182
"PPP3CA",1.08464560389565e-185,1.35026540663276,0.989,0.954,4.41938851307282e-181
"PRSS35",1.69358502095183e-185,0.354598960719896,0.175,0.007,6.90051216786822e-181
"TMEM108",2.34659707284177e-185,-2.09095672576108,0.453,0.899,9.56120977329379e-181
"SEMA5B",5.99765728753484e-185,1.40404203375618,0.873,0.537,2.44374546180607e-180
"PCBP3",9.98712858118652e-183,1.98657764453957,0.816,0.402,4.06925554040445e-178
"N4BP2",9.57759579231177e-180,1.158423721735,0.845,0.435,3.90239140557743e-175
"RERG",5.2694003095252e-179,1.31596076465713,0.828,0.388,2.14701715611604e-174
"NRG1",1.55739918396616e-178,1.52879923980778,0.972,0.752,6.34562297507013e-174
"PPFIBP1",1.47317268202532e-175,-1.82659582700771,0.238,0.74,6.00244209291218e-171
"PARD3",2.75200317509283e-175,1.29340950532243,0.928,0.596,1.12130369369157e-170
"STON2",8.74237188279625e-174,1.1467010308607,0.528,0.147,3.56207942364533e-169
"PDZRN3",2.00465849074672e-172,-2.20193776154758,0.194,0.72,8.16798102054752e-168
"NOS1",1.13839612582314e-171,0.679949207142253,0.699,0.256,4.63839501466638e-167
"PLPPR1",6.5499000235577e-171,1.33860617613402,0.916,0.539,2.66875676459859e-166
"SORCS2",7.25022022941209e-170,1.32122848356765,0.875,0.513,2.95410223247396e-165
"PTPRM",7.61957801348516e-170,1.27024389436534,0.962,0.761,3.10459706159453e-165
"COL11A1",1.37794680038694e-169,1.46587201316688,0.668,0.245,5.61444423817658e-165
"DIRAS3",3.15446769325619e-169,0.918015575345596,0.444,0.103,1.28528786161724e-164
"MYRIP",2.96440817073961e-167,-1.99006400959304,0.344,0.802,1.20784810916785e-162
"STRIP2",1.04691920176137e-165,1.0493483681221,0.681,0.262,4.2656722875767e-161
"KIAA1958",6.58750552554878e-165,1.09795012310396,0.934,0.579,2.68407912638485e-160
"ATP11C",1.33506932493092e-164,0.870383862430256,0.621,0.194,5.43973996443104e-160
"SLC44A5",3.73613442757089e-163,-1.97081483076526,0.255,0.753,1.52228797251376e-158
"VAT1L",3.81632286288902e-163,1.43121492766763,0.801,0.438,1.55496075048413e-158
"MKX",5.73277410778042e-163,1.0152479203092,0.571,0.17,2.33581881021513e-158
"NPAS3",6.34061525212006e-163,-2.0459629784504,0.494,0.89,2.58348368447632e-158
"TRDMT1",2.89801199584293e-161,1.15526301966243,0.77,0.389,1.1807949877062e-156
"ZSWIM6",7.85179995330622e-161,1.37396068725507,0.981,0.874,3.19921589097462e-156
"GRAMD1B",8.14069059170016e-161,1.3982819830978,0.937,0.703,3.31692438158823e-156
"DSCAML1",8.43450635994698e-161,-1.57937181724236,0.34,0.865,3.4366396163604e-156
"ST8SIA6",6.71308429345499e-160,0.99061659313599,0.476,0.12,2.73524619536823e-155
"DRD1",6.24485107308916e-159,0.93158663939898,0.531,0.161,2.54446456973018e-154
"ZEB1",4.76928252966576e-157,1.18202651102812,0.968,0.779,1.94324416671231e-152
"GPHN",2.2658763204141e-156,1.01761079399969,1,0.978,9.23231306752725e-152
"RIMS2",5.82217571135339e-155,1.32163076888718,0.998,0.943,2.37224549359094e-150
"GRM8",5.14224366691418e-154,1.55597201871483,0.825,0.438,2.09520718208418e-149
"PLCB1",6.3806172977276e-154,1.08321262245782,0.996,0.954,2.59978251795911e-149
"NFIA",1.03704013651473e-153,-2.90637035359951,0.156,0.632,4.22542003622927e-149
"PLCB4",1.02409859051266e-152,1.26751772784944,0.884,0.539,4.17268970704382e-148
"SYT17",4.32733941664237e-151,-1.44150022708457,0.068,0.573,1.76317444531094e-146
"POT1-AS1",2.23990230162975e-149,1.69436902129142,0.864,0.6,9.12648192799043e-145
"EML5",2.37332344737994e-148,1.14963896561123,0.927,0.748,9.67010638634955e-144
"ARMC4",6.34026892131526e-148,0.610054962499652,0.269,0.038,2.5833425719899e-143
"SDK2",1.42038193229385e-147,1.17411421775554,0.733,0.351,5.78734618313129e-143
"KCNMB2",1.59008455435077e-147,-2.10378972991163,0.163,0.657,6.47879951670222e-143
"SPTB",2.23004548661748e-147,0.951908021845424,0.812,0.421,9.08632033522291e-143
"DRAXIN",3.1044385529342e-147,0.523769177862411,0.363,0.073,1.26490348839304e-142
"NSG2",1.1394009362814e-145,0.972429925038502,0.984,0.853,4.64248911487856e-141
"SEMA6D",1.19662660442982e-145,1.35359590794849,0.843,0.515,4.87565509974928e-141
"TOX2",8.57564658140805e-145,0.828958041209404,0.73,0.292,3.49414719959471e-140
"ZNF804B",1.68193561529559e-144,1.40464908746394,0.882,0.565,6.85304666452187e-140
"SLC25A48",2.77857608682727e-144,0.948010350322004,0.421,0.101,1.13213082657777e-139
"SUSD4",5.71934602710652e-144,1.14956376371554,0.979,0.797,2.33034753874455e-139
"VAV3",1.03608501611169e-143,1.7726603164067,0.651,0.287,4.2215283981471e-139
"ZEB2",2.91871323961595e-143,-1.4184023316618,0.293,0.804,1.18922970948152e-138
"NRXN3",4.44694838044299e-143,0.855683500367328,1,0.963,1.8119091176115e-138
"LAMP5",6.29127992945352e-143,0.794118959134253,0.762,0.326,2.56338200725584e-138
"LINC02785",2.11264187895044e-142,0.499674793841101,0.17,0.012,8.60795933578358e-138
"TIAM1",9.00393624347836e-142,0.917906583973278,0.995,0.865,3.66865382240526e-137
"IGSF5",1.88691400294275e-141,0.549739700687944,0.332,0.063,7.68823110499024e-137
"CCK",2.20519391571419e-141,-2.42250527058134,0.293,0.701,8.98506260957748e-137
"RASGRF2",2.80993696816356e-141,-1.88390469107169,0.426,0.793,1.14490881767824e-136
"LRP12",6.70847235574397e-141,1.09040523575254,0.897,0.663,2.73336706134788e-136
"CACNA2D3",5.28688524824486e-140,1.37606865007252,0.96,0.823,2.15414139439737e-135
"VAV3-AS1",2.55861572031395e-139,0.463167910142536,0.194,0.019,1.04250797524192e-134
"KCNIP1",2.9597577559634e-139,0.942082139654637,0.875,0.475,1.20595329766729e-134
"PPP1R14C",3.19505028063525e-138,0.954709663440854,0.705,0.325,1.30182323684483e-133
"MRPL41",1.67905813999897e-137,-1.1056595563465,0.275,0.703,6.84132239142581e-133
"GPR158",3.53207728714992e-137,1.16147445459846,0.981,0.851,1.43914489064923e-132
"PLCXD3",4.14036082164063e-137,1.64246592297333,0.781,0.481,1.68699001677747e-132
"RADX",1.26136340159373e-136,0.668330834325742,0.412,0.104,5.13942517979367e-132
"ADGRL2",2.72512719357197e-136,-2.03761538558785,0.62,0.861,1.1103530750209e-131
"SSBP2",3.45952366387644e-136,0.906352780043905,0.993,0.926,1.40958291684646e-131
"CACNG4",1.30870524370117e-133,1.02431417688734,0.728,0.36,5.33231951546044e-129
"TBC1D4",1.62524762885366e-133,-1.20077414514115,0.153,0.64,6.62207146376425e-129
"SYNE1",4.03510307297153e-133,0.843456975680754,0.999,0.964,1.64410274708225e-128
"MLIP",1.54572865129797e-132,-2.4605334372761,0.071,0.531,6.29807138971357e-128
"PTPRO",3.84437636275493e-132,1.28023337805895,0.958,0.824,1.5663911490045e-127
"ZNF536",1.57312104131153e-131,-2.55734338402177,0.071,0.536,6.40968168282384e-127
"FGD4",1.75729396952865e-131,0.982682600178218,0.891,0.592,7.16009427884449e-127
"PARD3B",2.98039942441777e-131,1.40400222956228,0.72,0.371,1.21436374547902e-126
"SPOCK3",3.94786490778209e-131,0.700940527569406,0.954,0.568,1.60855755667581e-126
"MMD2",4.32437118896545e-131,0.963387650864671,0.788,0.424,1.76196504094397e-126
"DNAH2",4.55189540422477e-131,0.733026127629358,0.531,0.18,1.85466978245138e-126
"KCTD16",5.07688063339904e-131,-2.33021719936975,0.673,0.874,2.06857501407844e-126
"CFAP47",1.46200623542931e-130,0.885566011123743,0.442,0.123,5.95694440625671e-126
"GABRG3",5.48368511031002e-130,1.17123120455727,0.943,0.754,2.23432749819582e-125
"PCP4L1",6.36637971554706e-130,0.659235651045888,0.535,0.172,2.59398141509965e-125
"GULP1",1.52828320481779e-129,1.72438105085131,0.678,0.342,6.22698991803009e-125
"ANKRD33B",2.21543140334013e-129,-1.60453407417699,0.046,0.505,9.02677525290935e-125
"MPPED1",2.48674445620861e-129,-1.32587156918319,0.115,0.57,1.0132240286822e-124
"CDH13",8.53870305068577e-129,-2.61737785863642,0.236,0.652,3.47909455800192e-124
"ANKRD55",1.85542121546975e-128,0.846742542621113,0.688,0.287,7.55991374243148e-124
"CNTNAP2",5.90724664004201e-128,-1.5241048052155,0.995,0.975,2.40690764348512e-123
"SLC35F1",6.59462345275539e-128,1.8994093423846,0.87,0.846,2.68697932582518e-123
"ST6GAL2",1.85116979701481e-127,-1.77094828325192,0.347,0.703,7.54259133793683e-123
"RUNX1T1",2.20467872517717e-127,0.819091578187265,0.984,0.825,8.98296346573438e-123
"MPP7",8.8036377192793e-127,0.738205368009765,0.864,0.469,3.58704218872035e-122
"GPRC5B",1.31481465103841e-125,0.593468973222345,0.551,0.186,5.35721229565602e-121
"NKAIN3",2.55262982782939e-125,0.829985335563864,0.916,0.559,1.04006902334908e-120
"EPB41",1.06966359257283e-124,1.10815539948398,0.696,0.353,4.35834430793798e-120
"ZNF608",3.13205586205127e-124,0.901475684447006,0.916,0.599,1.27615616099279e-119
"GPR88",6.15977802680755e-124,0.61335326655167,0.417,0.112,2.50980155702274e-119
"SLC17A7",1.59326366641422e-122,-1.6723862300121,0.139,0.554,6.49175280880476e-118
"BICC1",1.59537870277406e-122,1.26315906652179,0.793,0.451,6.50037052445292e-118
"SILC1",4.93375593679001e-122,1.11981720311349,0.761,0.441,2.01025885644509e-117
"DLX6-AS1",1.05761655605568e-121,0.51123247111896,0.861,0.349,4.30925865764889e-117
"PDE9A",1.11505813983053e-121,0.746119259449623,0.698,0.307,4.5433043907395e-117
"MARCHF3",1.12282846447927e-121,1.30150057588812,0.652,0.303,4.5749645785208e-117
"SKAP2",7.71373473409497e-121,-1.219582157054,0.17,0.626,3.14296121740699e-116
"ADAMTS3",1.2244222981188e-120,1.16179173101671,0.646,0.272,4.98890865368503e-116
"DAB1",1.67067778652604e-120,-1.40586723114246,0.783,0.919,6.80717664120034e-116
"FGF14",2.05489897764769e-120,1.06962694103958,0.996,0.956,8.37268588442549e-116
"MAML2",2.65245989591093e-120,1.6989627203155,0.641,0.303,1.08074478458891e-115
"LRBA",7.53114322768709e-120,1.10785652353279,0.986,0.903,3.06856430812111e-115
"OSBPL1A",1.1548787489503e-119,-1.11281160726225,0.546,0.85,4.70555346259799e-115
"EPHB1",3.59109179441347e-119,1.52181472817514,0.757,0.498,1.46319035163377e-114
"XPR1",2.1747614753862e-118,0.917978752866943,0.943,0.764,8.86106563146108e-114
"XKR4",3.15262126190357e-118,-1.6728261883605,0.791,0.933,1.28453553316261e-113
"KCNC2",4.17640688908889e-118,-1.68741200168277,0.533,0.845,1.70167698695927e-113
"MGST1",1.00889141690871e-117,-1.54897428010336,0.162,0.57,4.11072807819454e-113
"SHB",1.54759675290919e-117,0.554345690132576,0.454,0.137,6.30568296972849e-113
"SYNDIG1",3.14456072874335e-117,-1.54027861563887,0.256,0.687,1.28125126892648e-112
"SPATS2L",8.86402569942049e-117,-1.35482118391856,0.36,0.733,3.61164727122888e-112
"NWD2",9.23062483939017e-117,-2.2426809590687,0.118,0.545,3.76101809080953e-112
"FUT8",1.70122128892249e-115,0.880536758273437,0.978,0.871,6.93162614171468e-111
"IL17RE",2.21429283091877e-115,0.467118882856626,0.322,0.073,9.02213613957853e-111
"CDK17",2.25428800907285e-115,1.04208921613761,0.946,0.769,9.18509649296732e-111
"MDGA1",3.61247096295941e-115,0.61768103677886,0.452,0.139,1.47190129385781e-110
"LINC00886",9.04005499628309e-115,0.697511458401365,0.395,0.108,3.68337040823554e-110
"PWRN1",1.68588657663163e-114,1.0202454021611,0.939,0.682,6.86914485648559e-110
"CAMK2D",1.96067597668311e-114,0.865166001199358,0.993,0.881,7.98877426699533e-110
"MTUS1",2.7115269721239e-114,0.802517030436303,0.762,0.4,1.10481166479188e-109
"NR2F1",1.45115825951532e-113,-0.909999807884462,0.108,0.545,5.91274432839519e-109
"PPFIA2",1.96773807644362e-113,0.88507293542511,1,0.962,8.01754879246952e-109
"VAX1",1.46223702217438e-112,0.266327128482898,0.182,0.021,5.95788474684953e-108
"NRN1",1.47879399754854e-111,-1.13701602797554,0.031,0.449,6.02534614301151e-107
"GAB2",4.60912854569462e-111,-1.4838523765388,0.256,0.668,1.87798942594327e-106
"CFAP54",1.25912706587232e-110,1.22877992204106,0.66,0.341,5.13031322989675e-106
"PRKCA",4.86533619987491e-110,0.709605671068307,0.991,0.857,1.98238123463903e-105
"NR2F2-AS1",6.91966194653301e-110,-2.04734790697785,0.075,0.491,2.81941626011488e-105
"EDIL3",7.04209376786016e-110,-1.83221896663944,0.475,0.771,2.86930110571462e-105
"PTPDC1",1.13295786633299e-109,0.82243246317237,0.806,0.477,4.61623682637379e-105
"PPP1R9A",3.92395206456113e-108,0.817040431446787,0.978,0.902,1.59881426870543e-103
"DCLK3",5.32554204436414e-108,0.562445236269451,0.433,0.136,2.16989210597617e-103
"CDK6",8.28525434522809e-108,-1.32762825655215,0.132,0.557,3.37582688296319e-103
"DPH6",1.49778104921721e-107,1.18907303419477,0.87,0.662,6.10270888503552e-103
"LINC01197",1.69618744788357e-107,-1.33521435516585,0.131,0.558,6.9111157564016e-103
"EPHA5",4.42320832135917e-107,-1.27830486879942,0.447,0.814,1.80223623053779e-102
"TOX",8.97640012862892e-107,0.826692161680223,0.804,0.426,3.65743423240985e-102
"CLVS2",9.8452647860964e-107,0.893324438855142,0.9,0.664,4.01145313709498e-102
"TAFA1",5.09267844996671e-106,-3.78079550301806,0.296,0.615,2.07501183443894e-101
"STK33",8.3246897450951e-106,0.842744312733995,0.417,0.133,3.391894836639e-101
"SIPA1L1",8.64841371969103e-106,0.657656588580102,0.999,0.957,3.52379617008811e-101
"ME3",2.77045985206204e-105,0.862284948228176,0.973,0.813,1.12882386672268e-100
"NCALD",4.20280608121747e-105,-1.92503044412693,0.34,0.707,1.71243333779206e-100
"IGSF21",5.11852259288518e-105,-1.44127545620058,0.104,0.516,2.08554203047107e-100
"GNG12",5.85731456958689e-105,0.604576293514199,0.319,0.077,2.38656282137818e-100
"NINL",9.75973724320866e-105,0.769440641102539,0.743,0.405,3.97660493974537e-100
"UBL3",1.03912699271691e-104,0.849259630919247,0.886,0.623,4.23392293182506e-100
"DLC1",1.78659852686631e-104,-1.60490601312613,0.261,0.669,7.27949569771678e-100
"ADCY2",3.52573290208221e-104,0.78875066224504,0.985,0.818,1.4365598709534e-99
"LRRC7",6.31139226666456e-104,0.817687404280701,0.996,0.966,2.57157677905247e-99
"MAOB",6.38536237854876e-104,1.03804159501317,0.795,0.508,2.60171590113969e-99
"SLC7A2",7.81586137145698e-104,0.642833410979703,0.423,0.134,3.18457271580015e-99
"CHRM5",1.09119022327913e-103,1.63085768797295,0.454,0.175,4.4460545647508e-99
"TGFBR1",2.07381045731349e-103,0.586877037139472,0.418,0.129,8.44974070832382e-99
"NKAPP1",2.1068754368823e-103,0.797115233352202,0.708,0.369,8.58446396757692e-99
"BCL11B",3.88650453150322e-103,0.901981157934113,0.938,0.715,1.58355627136099e-98
"PRR16",7.97950497123603e-103,1.04511445089952,0.923,0.675,3.25124930053012e-98
"ENC1",2.77814667518816e-102,-2.1635249369389,0.47,0.696,1.13195586280542e-97
"MAP3K1",2.87592770963429e-102,0.942762086467654,0.649,0.323,1.17179674529049e-97
"DCBLD2",2.89297424485203e-102,0.970497872644888,0.743,0.435,1.17874235606496e-97
"GLCE",8.62684458542645e-102,0.895677977582771,0.889,0.69,3.51500782633201e-97
"RGS6",1.36114714627944e-101,0.992380096666831,0.885,0.648,5.54599404751558e-97
"RXFP1",1.47170190545014e-101,1.66790792789144,0.611,0.319,5.99644941375661e-97
"GOLGA2P5",1.98053770492134e-101,0.325714913267206,0.233,0.042,8.06970087870201e-97
"OLFM3",6.5427231998044e-101,1.65254965702468,0.855,0.725,2.6658325677603e-96
"TMTC1",7.12657969125323e-101,0.942306269974082,0.955,0.788,2.90372489520113e-96
"SPOCK1",9.53718323701577e-100,-1.76717097588599,0.58,0.843,3.88592530992208e-95
"UGGT2",5.87950012079089e-99,-1.02843153392105,0.512,0.865,2.39560232421625e-94
"PDE7B",9.57493556846706e-99,1.2969431896987,0.743,0.49,3.9013074973719e-94
"ISM2",2.15887769351276e-98,0.281300238578178,0.181,0.025,8.79634716221774e-94
"PDZRN4",2.57573808514408e-98,-2.75984292977557,0.153,0.524,1.04948448279195e-93
"ZNF385B",3.29134396895788e-98,-1.50896629985872,0.365,0.733,1.34105810015189e-93
"HACD2",6.3568455268543e-98,0.768746388129114,0.873,0.64,2.59009670991678e-93
"TMEM196",1.57167725249452e-97,1.01672540976644,0.74,0.435,6.40379896528893e-93
"PSD3",7.89916068801272e-97,0.961191165525399,0.968,0.817,3.21851302233078e-92
"SEMA6A",8.09665013317939e-97,0.964382212056097,0.702,0.391,3.29898009676394e-92
"FRMPD4",1.08344099952574e-96,0.594923330945801,0.998,0.923,4.41448035256763e-92
"PENK",1.94160055322136e-96,0.737149068527639,0.214,0.037,7.91105145410043e-92
"SLC24A3",2.74034537564306e-96,0.63602809841797,0.933,0.648,1.11655372330577e-91
"LZTS1",3.42179031780972e-96,0.637484935037287,0.767,0.397,1.39420846499157e-91
"SLC4A4",3.53407257786366e-96,0.651022034087804,0.818,0.491,1.43995787185055e-91
"ARHGEF17",4.93470978084944e-96,0.67150149579424,0.778,0.466,2.01064750020711e-91
"NRIR",2.18120785881758e-95,0.572902649519633,0.397,0.129,8.88733142075222e-91
"ABL2",3.47205467829215e-95,0.784020158350865,0.939,0.744,1.41468867867014e-90
"TNIK",4.90482679865819e-95,0.610056403034912,0.99,0.866,1.99847167911328e-90
"VIM-AS1",1.27007456986485e-94,0.315337503725964,0.188,0.029,5.17491883491434e-90
"L3MBTL4",2.17538665654227e-94,1.06386077287178,0.824,0.62,8.8636129320815e-90
"FIGN",2.80309843436293e-94,-1.5035886160102,0.098,0.481,1.14212245708118e-89
"CACNA1C",4.20038926681949e-94,0.615226923477711,0.999,0.939,1.7114486067656e-89
"MYO15B",4.61717124699673e-94,0.452778350336611,0.255,0.055,1.88126642458882e-89
"SESN3",6.96614298682256e-94,0.874844238933877,0.939,0.748,2.83835495998085e-89
"RXRG",7.33478423756267e-94,0.392201609722175,0.281,0.064,2.98855783759491e-89
"STXBP6",8.64180274397982e-94,0.733522442756564,0.696,0.337,3.52110252803458e-89
"DCX",9.09488686206242e-94,0.680732892598592,0.907,0.618,3.70571165194733e-89
"PID1",1.18762223885909e-93,-1.56139726458806,0.59,0.83,4.83896681223136e-89
"GABRA3",1.21559914269306e-93,0.96275570052158,0.741,0.464,4.95295870690289e-89
"ANO3",1.82755590304222e-93,0.957789237201057,0.788,0.469,7.44637652694553e-89
"KCNMB2-AS1",5.86128565500884e-93,-1.12665716272922,0.126,0.51,2.38818084013335e-88
"CA10",7.59546576950051e-93,-2.02751539653889,0.209,0.578,3.09477252778298e-88
"PCSK5",1.15534825061117e-92,-1.72574315915324,0.124,0.504,4.70746644711521e-88
"RASGRP1",2.8967931819782e-92,0.760227114967541,0.834,0.548,1.18029838199702e-87
"PHLDB1",3.13952166929836e-92,0.537694173693829,0.571,0.246,1.27919810415562e-87
"RIPOR2",3.31961698112031e-92,0.672169092526941,0.972,0.796,1.35257793895747e-87
"GPR22",5.2842531789668e-92,-0.731121312506742,0.05,0.422,2.15306895777002e-87
"ANKRD44",1.03611920714868e-91,0.698238456124531,0.901,0.637,4.22166770952729e-87
"TBC1D1",1.70787426887909e-91,-1.21110491649146,0.241,0.617,6.95873370854784e-87
"CCBE1",5.56258984674861e-91,-1.82344313624596,0.024,0.388,2.26647723305772e-86
"TSHZ3",5.96261037041317e-91,-1.07187059703346,0.098,0.483,2.42946559542485e-86
"SCN3A",1.44954424204196e-90,0.673613919121196,0.988,0.891,5.90616801419998e-86
"PPP1R12B",1.55283442646606e-90,0.610449040866539,0.981,0.877,6.32702387063595e-86
"ZNF827",1.73051911564838e-90,0.790045763234415,0.881,0.619,7.05100013670934e-86
"MBP",2.26373631019063e-90,-1.04615699791038,0.24,0.616,9.22359359587171e-86
"SEZ6L",3.9898627322124e-90,1.21628134284867,0.88,0.726,1.62566957023994e-85
"CRIM1",7.89234007399022e-90,1.34204209477848,0.798,0.628,3.21573396314732e-85
"ST6GAL1",3.06628171526338e-89,-1.14749367513362,0.113,0.486,1.24935648488406e-84
"ANKFN1",5.54174495329993e-89,1.19019215874817,0.675,0.396,2.25798398122206e-84
"GUCY1A1",1.78665985097562e-88,1.04620262230892,0.802,0.613,7.27974556280017e-84
"PCBP1-AS1",1.86066108968797e-88,0.723225122731291,0.905,0.73,7.58126360993364e-84
"CPNE5",2.33761732726784e-88,0.592296710406818,0.796,0.509,9.52462179995282e-84
"VASH2",6.06227980066193e-88,0.489051261895445,0.382,0.124,2.4700759047797e-83
"WNT7A",6.16555135321666e-88,0.450610333661378,0.387,0.126,2.51215389886813e-83
"ST8SIA5",1.40072960218897e-87,-1.15630265848069,0.314,0.664,5.70727276411895e-83
"PGAP1",3.91892055802953e-87,0.828705175362399,0.948,0.786,1.59676418136913e-82
"SOX13",4.66710106447897e-87,0.417281565492207,0.298,0.077,1.90161032872196e-82
