"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"IPCEF1",1.55883963941807e-51,0.305214367050711,0.418,0.186,6.35149211080895e-47
"ARHGAP26",1.91263377803554e-51,0.27622748869249,0.983,0.892,7.79302632860582e-47
"RAB3B",2.38606291970847e-51,-1.14205097270742,0.212,0.468,9.72201336635215e-47
"KLF6",2.51002480133499e-51,-0.557377484724985,0.115,0.38,1.02270960530394e-46
"GALNT9",2.62142444822782e-51,-0.684835251608666,0.139,0.402,1.06809939143042e-46
"ILDR2",2.63375178341964e-51,0.376251065841467,0.856,0.61,1.07312216415433e-46
"ANK2-AS1",2.69647566637759e-51,-0.682426754958377,0.243,0.5,1.09867901026555e-46
"SGPP2",2.80363266503183e-51,-0.838642458739112,0.254,0.514,1.14234012936722e-46
"NMD3",2.86872639781102e-51,0.667126432369359,0.863,0.732,1.1688625707881e-46
"JAKMIP1",3.01332268907313e-51,0.486956334337509,0.916,0.786,1.22777832966285e-46
"OPRD1",3.49412282950444e-51,-0.59915106583288,0.08,0.338,1.42368034688158e-46
"MICOS10",3.5519239511584e-51,-0.543669384105663,0.204,0.47,1.44723141389949e-46
"PHACTR1",3.69540022448968e-51,0.888325118516921,0.983,0.954,1.50569082146832e-46
"CAMK2N1",4.44750666189124e-51,-0.905165693798797,0.824,0.863,1.81213658938758e-46
"LINC02607",4.48876112007165e-51,-0.819858592695111,0.021,0.257,1.82894571837319e-46
"ETV1",4.69725953138512e-51,-0.84787039352885,0.129,0.401,1.91389839606287e-46
"PPM1E",4.76489558094037e-51,0.449715554238398,0.981,0.889,1.94145670445415e-46
"TRIM36",5.42528436505746e-51,-0.787476881916136,0.271,0.534,2.21053211454266e-46
"CASD1",9.75534884798479e-51,0.494511706010212,0.933,0.796,3.9748168881114e-46
"NCDN",1.14235909406272e-50,0.477152257449864,0.764,0.51,4.65454212875854e-46
"FOXO3",1.34314818124164e-50,0.537781130005329,0.875,0.708,5.47265726446905e-46
"NAA16",1.56049712158393e-50,0.409932856764875,0.855,0.647,6.35824552189371e-46
"XRRA1",1.76725237318875e-50,0.576168342862427,0.885,0.714,7.20066979455757e-46
"LINC02217",1.8421904267045e-50,-0.792860876803201,0.012,0.243,7.50600489360747e-46
"FAT4",1.94600093508493e-50,-0.773108547294281,0.108,0.377,7.92898081000355e-46
"CPNE7",2.04310060839576e-50,-0.576639855910826,0.149,0.415,8.32461342890853e-46
"S100Z",2.52215279293268e-50,0.310688584318505,0.337,0.13,1.02765115548042e-45
"NR2F2",2.65169282581095e-50,-0.661697630267928,0.062,0.311,1.08043224187667e-45
"PHF21A",3.38899986301478e-50,0.50735677461497,0.967,0.843,1.38084799418537e-45
"ELMO1",3.42144961017288e-50,0.547168412522775,0.921,0.764,1.39406964366494e-45
"FAM78B",4.25345140996983e-50,0.54179333908312,0.775,0.56,1.73306877699221e-45
"PRKG1",5.14296165737532e-50,1.22644027230057,0.827,0.756,2.09549972729757e-45
"ACTN2",6.27025208904795e-50,0.771803551100627,0.676,0.452,2.55481421368259e-45
"GPC6",6.78007965012167e-50,0.915737041152664,0.765,0.612,2.76254345344207e-45
"SERGEF",7.41890325788143e-50,0.485389727146699,0.922,0.807,3.02283213242379e-45
"STOX2",7.44730817714163e-50,0.488661810058741,0.954,0.863,3.03440571677636e-45
"ASAP1",7.8392983731448e-50,-0.972522398333968,0.813,0.907,3.19412212213785e-45
"SNHG14",7.98852094072779e-50,0.381260161211991,1,0.984,3.25492285729954e-45
"PITPNC1",8.24892140586381e-50,0.735833982043737,0.787,0.594,3.36102302681921e-45
"ARID1B",1.09927945090367e-49,0.391573000177894,0.995,0.972,4.479014122707e-45
"SAT2",1.10447378782088e-49,-0.619210858053562,0.526,0.702,4.50017844847618e-45
"VSTM2B",3.26573260723832e-49,-0.744571558716679,0.418,0.667,1.33062275081926e-44
"BASP1-AS1",3.85207958778988e-49,-1.17365717320153,0.506,0.685,1.56952982804499e-44
"APPL2",4.39071855426919e-49,0.52579862580905,0.804,0.619,1.78899827493698e-44
"MYT1L",6.01730565199416e-49,0.37433011503848,0.998,0.936,2.45175118790502e-44
"CEP120",6.06364404837388e-49,0.461613572755713,0.615,0.372,2.47063176750994e-44
"CAMK2B",6.3792914158546e-49,0.31851091027649,0.98,0.873,2.59924228738996e-44
"LINC02346",6.66254940334122e-49,-1.06287499485585,0.035,0.267,2.71465575439138e-44
"ENAH",1.04718274537692e-48,0.509981491380177,0.929,0.807,4.26674609603827e-44
"SHISA7",1.36178379064844e-48,0.432572952067377,0.687,0.449,5.54858805499709e-44
"DNMT3A",2.33263142320761e-48,0.40452064279367,0.923,0.751,9.50430673385942e-44
"GALNT8",2.69618288989676e-48,-0.57748300279143,0.177,0.437,1.09855971848843e-43
"CEP112",2.97078215785994e-48,0.38624945285916,0.915,0.736,1.21044519022003e-43
"SLC8A1-AS1",3.57690176197099e-48,-0.701778388443234,0.311,0.554,1.45740862291508e-43
"HES4",3.68560606304382e-48,-0.498665532175257,0.203,0.476,1.5017001903872e-43
"TSPAN13",4.0085122768105e-48,-0.664638852109156,0.453,0.669,1.63326832718644e-43
"RGS20",4.33230533186398e-48,0.433074733980505,0.608,0.353,1.76519780746798e-43
"USP43",4.90222677875876e-48,-0.649901281895248,0.037,0.268,1.99741230100526e-43
"DGKD",4.95367676672173e-48,0.529823499839788,0.812,0.622,2.01837559860077e-43
"AMH",5.00797796267349e-48,0.271148364793362,0.301,0.117,2.04050062089131e-43
"CACNB4",5.43100419259963e-48,0.430168822671912,0.891,0.686,2.21286265827472e-43
"BIRC6-AS2",5.59060809649185e-48,-0.543208275019552,0.205,0.458,2.27789326891561e-43
"CACNA2D2",6.72359680027595e-48,0.265180573214901,0.413,0.187,2.73952951627244e-43
"DLGAP1-AS5",7.61665063221561e-48,-0.476148347118436,0.069,0.312,3.10340430009625e-43
"USP25",7.87343932637774e-48,0.557672410521425,0.905,0.825,3.20803285353261e-43
"TRIM54",1.08922887367006e-47,-0.523790619422812,0.005,0.221,4.43806304576867e-43
"FAM171A1",1.23708211701409e-47,0.448863667252134,0.948,0.835,5.0404910857739e-43
"SLC32A1",1.25544584758269e-47,0.299347745647122,0.379,0.163,5.11531410597569e-43
"GABBR1",1.36366621604895e-47,0.369950964457946,0.907,0.743,5.55625799729144e-43
"EYS",1.39906056610108e-47,-0.740080427905016,0.082,0.324,5.70047227657883e-43
"ATP10D",1.60789844348837e-47,0.618612770099709,0.632,0.425,6.55138220799337e-43
"NCKAP5",1.61254145416652e-47,-0.890704783058652,0.095,0.347,6.57030015500149e-43
"ZDHHC14",2.10692282276771e-47,-0.861736658458262,0.736,0.865,8.58465704136705e-43
"ARID1A",2.44573077104996e-47,0.400109833740582,0.903,0.72,9.96513002664308e-43
"PTEN",2.62777966736864e-47,0.437641592473393,0.953,0.859,1.07068882546935e-42
"CAPN7",2.66666749711203e-47,0.426132455957475,0.881,0.701,1.0865336716983e-42
"COL12A1",2.79132593539357e-47,-1.11842462307471,0.047,0.276,1.13732575237611e-42
"C5orf17",2.97141758001858e-47,0.702882033382719,0.476,0.236,1.21070409297857e-42
"KLHL2",3.26504307318264e-47,0.433253329216617,0.88,0.68,1.33034180016826e-42
"ENPP7P2",3.30365354562144e-47,-0.487961340179565,0.101,0.351,1.34607363716345e-42
"GPC4",3.39247695912635e-47,-0.741985615173019,0.048,0.283,1.38226473699603e-42
"AGAP2",4.27417708312903e-47,0.355466563426762,0.726,0.473,1.74151345252092e-42
"HRH1",4.64346426020412e-47,-0.880281282458448,0.152,0.404,1.89197951282017e-42
"TEAD1",4.68365532212892e-47,0.882221603082565,0.761,0.688,1.90835536100143e-42
"DAAM1",6.65739881518773e-47,-0.781831598327475,0.801,0.899,2.71255714724824e-42
"LINC01551",7.15730638919311e-47,0.708705213771624,0.797,0.615,2.91624448827673e-42
"GUCY1B1",8.13527759371468e-47,0.442434277370028,0.87,0.68,3.31471885555905e-42
"CBLN2",8.48618141423114e-47,-1.67776493701065,0.093,0.33,3.45769461722848e-42
"MAGI3",9.26140437430318e-47,-1.1050700033044,0.616,0.76,3.77355921230983e-42
"PCNX2",9.91229475732876e-47,0.401957151617334,0.983,0.913,4.0387644988736e-42
"SELENOW",1.1709805039138e-46,-0.683645762247539,0.677,0.782,4.7711600631968e-42
"SATB1",1.4956166128732e-46,-1.14967019711963,0.261,0.495,6.09388988915186e-42
"SGIP1",1.61014384145115e-46,0.391906291417447,0.991,0.947,6.56053108199271e-42
"PDE4A",1.61412589270928e-46,0.450183701265946,0.83,0.62,6.57675594984397e-42
"PRICKLE1",1.65209492067021e-46,-1.01576251448502,0.652,0.794,6.73146075427075e-42
"CERT1",1.78727431587689e-46,0.496183138734493,0.92,0.78,7.2822492000404e-42
"EPHX4",2.1107171905371e-46,-0.530567152456686,0.167,0.42,8.60011719284343e-42
"SYN3",3.63195386283541e-46,0.368592874726388,0.947,0.832,1.47983960141229e-41
"TCF12",4.9115763607407e-46,0.319061445398414,0.958,0.847,2.0012217881838e-41
"COL5A3",5.22220971225295e-46,-0.603300625069534,0.073,0.307,2.12778934725747e-41
"TMEM178A",5.75279139162993e-46,-1.0249816703089,0.551,0.701,2.34397485251962e-41
"MALAT1",6.51580616675663e-46,-0.532294169538476,1,1,2.65486522264499e-41
"AFMID",7.42630997415793e-46,-0.383345169899213,0.02,0.238,3.02584999897065e-41
"LINC01284",7.88180735299241e-46,0.615246924679429,0.567,0.357,3.21144240597676e-41
"DISP3",8.40218228358108e-46,0.356006177107053,0.447,0.222,3.42346917144511e-41
"PIANP",8.45469612292132e-46,0.420087156939249,0.743,0.516,3.44486593528429e-41
"PHYHIP",8.7392659468045e-46,0.378720584186264,0.764,0.524,3.56081391002549e-41
"BLCAP",9.02959124400719e-46,0.434988474719642,0.849,0.678,3.67910695237073e-41
"ARAP2",9.31265340830207e-46,-1.24029328900595,0.472,0.65,3.79444063121268e-41
"MYO5C",9.45244294541797e-46,-0.577941477671593,0.092,0.333,3.85139787811055e-41
"ALDH3A2",9.47836026533013e-46,0.522820545856024,0.672,0.459,3.86195789010876e-41
"RAMP1",9.92669958465543e-46,0.436890196264656,0.551,0.311,4.04463374576786e-41
"TRPC6",1.41669501084779e-45,-0.861522240838925,0.042,0.268,5.7723238216993e-41
"LINC01902",1.55257982782387e-45,0.508084432009452,0.61,0.372,6.32598650846835e-41
"FZD6",1.57059555921796e-45,0.389673197637779,0.384,0.18,6.39939160603358e-41
"ANKRD36",1.65334642106991e-45,0.394543317609121,0.981,0.942,6.73655999264936e-41
"TIMP2",1.65731012275856e-45,0.427511546576917,0.859,0.671,6.75271009517976e-41
"KCNG1",1.88010947166906e-45,-0.571035612268924,0.075,0.308,7.66050604231557e-41
"COCH",2.50032540381417e-45,-0.482987753035153,0.204,0.454,1.01875758578409e-40
"CCDC50",2.88904516214406e-45,0.378937984222834,0.588,0.345,1.1771414513156e-40
"GNAS",2.8914785767933e-45,-0.458054040546048,0.821,0.912,1.17813294611443e-40
"STARD4-AS1",3.1922178863977e-45,-0.775563661593958,0.116,0.363,1.30066917781274e-40
"DGKG",5.24837978957238e-45,-1.29735985401688,0.521,0.691,2.13845234526127e-40
"ADAR",6.73079495984524e-45,0.407244066655946,0.851,0.674,2.74246240638894e-40
"TNKS",7.72082634846074e-45,0.331660931975133,0.98,0.923,3.14585069568033e-40
"IL1RAP",1.02219121155822e-44,0.693106634612376,0.483,0.272,4.16491809149397e-40
"RPS6KA2",1.24706602565861e-44,0.621394269216624,0.927,0.856,5.081170521546e-40
"CDR2",1.37647159117206e-44,0.609938047913099,0.848,0.704,5.60843349823058e-40
"RAPH1",1.5841973342841e-44,-0.71650885135928,0.698,0.801,6.45481203854056e-40
"MT-ND3",1.69474666118085e-44,0.297060355363318,0.916,0.685,6.90524527098135e-40
"TMC2",1.6988632779946e-44,0.330513427339483,0.282,0.111,6.92201842618899e-40
"ME1",2.16633599073436e-44,0.516228811346853,0.896,0.754,8.82673599424716e-40
"SOAT1",2.40751516818135e-44,0.384474913161742,0.442,0.228,9.80942055275492e-40
"LINC02798",3.81403090074951e-44,-0.844597099574766,0.275,0.521,1.55402689051039e-39
"RGMB",3.94022413095713e-44,0.566736429445798,0.645,0.445,1.60544432215848e-39
"PALLD",3.97653554559915e-44,-0.602699158676341,0.252,0.512,1.62023940805437e-39
"EPCAM-DT",4.13668339619615e-44,0.299808028356518,0.186,0.056,1.68549164978012e-39
"LHX2",5.86586435335477e-44,-0.497727491301594,0.009,0.212,2.3900464307744e-39
"PCP4",5.95693626498697e-44,0.363346980890936,0.488,0.252,2.42715368116894e-39
"THSD7B",6.76396884324598e-44,-1.71031433737735,0.087,0.314,2.75597910518057e-39
"TBCD",7.24511468610281e-44,0.364636750816475,0.881,0.711,2.95202197885259e-39
"RUNDC3B",8.08644099627886e-44,0.393759857793738,0.941,0.843,3.29482038393382e-39
"CXCL14",8.599955565069e-44,-0.599208466431755,0.431,0.191,3.50405189498736e-39
"C1QTNF3",1.07020372241826e-43,0.340123433485049,0.282,0.113,4.36054506699319e-39
"LPP",1.13574464316086e-43,-0.66558371241067,0.415,0.699,4.62759154855891e-39
"NTRK3",1.23347499120568e-43,0.261490820983473,0.969,0.873,5.02579385166754e-39
"KHDRBS3",1.49687625519121e-43,-1.38961383898882,0.772,0.828,6.09902230177659e-39
"CTNNA1",1.49935305007904e-43,-0.590208877192357,0.308,0.547,6.10911400254706e-39
"GRID2",1.5230384831581e-43,0.452097106425613,0.958,0.901,6.20562029962768e-39
"ELAPOR1",1.54707714524375e-43,0.342610343403344,0.88,0.688,6.30356582829564e-39
"CCDC122",1.67529303960247e-43,0.494645353949465,0.584,0.361,6.82598148986026e-39
"ANKS1B",1.89385566798702e-43,0.339239394332788,1,0.977,7.7165149192131e-39
"MRTFB",1.93625921456458e-43,0.258922583806572,0.989,0.888,7.88928816974337e-39
"MFSD4A",1.9567505318847e-43,-0.682910549801418,0.278,0.498,7.97278004216422e-39
"NPTX1",2.01459046292097e-43,-1.26908700809355,0.355,0.546,8.2084488411715e-39
"TUBGCP3",2.055883236442e-43,0.422687848214188,0.814,0.62,8.37669624688294e-39
"ARL17B",2.56572846435413e-43,0.356860026920215,0.855,0.67,1.04540606280109e-38
"TMEFF2",2.57964582758283e-43,0.398031209132895,0.958,0.901,1.05107669244862e-38
"CTBP2",2.79527771182457e-43,0.651469159415984,0.634,0.436,1.13893590368292e-38
"ABO",3.68438040238908e-43,-0.471122425077951,0.01,0.211,1.50120079495343e-38
"KAZN-AS1",4.22447877794092e-43,-0.561135468712474,0.191,0.422,1.72126387807203e-38
"RPL6",4.24931578815559e-43,-0.605105913268781,0.494,0.675,1.73138371788399e-38
"CLASP1",4.69149952101678e-43,0.322799811543628,0.988,0.925,1.91155147983829e-38
"SLC26A4-AS1",5.23202271822332e-43,-0.448788296817657,0.038,0.252,2.13178765654009e-38
"LRRC2",5.23725863068527e-43,-0.45418506426241,0.043,0.262,2.13392102907271e-38
"IGF1",5.80409482398281e-43,-0.948008040350642,0.056,0.273,2.3648784360318e-38
"NSMAF",6.37489239621152e-43,0.45188055274393,0.894,0.78,2.59744990683638e-38
"CHSY3",7.75227685840433e-43,-0.833928831611213,0.751,0.88,3.15866520595684e-38
"ANKRD18B",7.94024872359592e-43,-0.535966202342285,0.071,0.294,3.23525434242916e-38
"FNDC3A",8.20184228664981e-43,0.479165744645903,0.969,0.889,3.34184063969546e-38
"MAP3K5",8.78024171478916e-43,-1.2918807000866,0.676,0.767,3.57750948669084e-38
"CHRD",1.04984004807414e-42,-0.465324699113366,0.173,0.415,4.27757327587808e-38
"FAM241A",1.07208125325706e-42,-0.460667323874582,0.037,0.253,4.3681950663959e-38
"EPHA7",1.08145581227407e-42,-0.704213046176377,0.431,0.706,4.40639170711071e-38
"ABI2",1.08264497429609e-42,0.309441440247634,0.99,0.9,4.41123694776943e-38
"ATP2B1",1.50004749380579e-42,0.413494811602587,0.983,0.928,6.11194351351171e-38
"KMT2C",2.05787331188419e-42,0.341285549178734,0.968,0.911,8.38480480927212e-38
"ZNF770",2.16000692838171e-42,0.477900222489842,0.626,0.419,8.80094822969126e-38
"USP47",2.35096016416613e-42,0.359584276169016,0.947,0.856,9.57898718889488e-38
"PRKAR2A",2.59419709089331e-42,0.463083135692275,0.901,0.75,1.05700560468448e-37
"SNX7",2.8595739235238e-42,0.649785123484939,0.642,0.453,1.16513339513977e-37
"PHC2",2.89766957469801e-42,0.428459365475772,0.876,0.717,1.1806554682107e-37
"N4BP2L1",3.00502017181604e-42,0.465412094180521,0.866,0.705,1.22439546900645e-37
"COA1",3.27966643861124e-42,0.465548416085361,0.871,0.732,1.33630009041215e-37
"DIRAS2",3.49817137146763e-42,0.317326010020137,0.665,0.452,1.42532992530448e-37
"PHKA1",3.67570535891844e-42,0.287260374431521,0.272,0.106,1.49766614849132e-37
"KANK3",4.48114215142379e-42,0.283804534944313,0.14,0.035,1.82584136959762e-37
"WSCD2",6.56529121409922e-42,0.440311607122449,0.726,0.498,2.67502790518473e-37
"TRDN",6.6254940463218e-42,1.18635435344956,0.144,0.038,2.69955754917382e-37
"HRH2",6.74183578742366e-42,-0.577321688844031,0.307,0.545,2.74696099158577e-37
"HIPK2",6.8740378006938e-42,0.501102677280907,0.734,0.518,2.80082670189269e-37
"VSNL1",6.91103061700413e-42,0.543485530235064,0.902,0.824,2.81589942489833e-37
"SMARCA2",7.32187835732289e-42,-0.633938584904971,0.757,0.892,2.98329933669121e-37
"LINC02137",7.44165573799522e-42,0.44407318914374,0.175,0.052,3.03210263044615e-37
"ADAMTS16",7.82789356376696e-42,-1.10529340292792,0.11,0.331,3.18947523255685e-37
"DNAJC5G",8.57214177162681e-42,-0.4061162357407,0.005,0.198,3.49271916484934e-37
"TLCD4",9.30204053898583e-42,0.492295920759073,0.604,0.403,3.79011641760978e-37
"ARL4C",1.03351243182381e-41,-0.7919299816841,0.194,0.426,4.2110464034661e-37
"SCLT1",1.21103211235183e-41,0.488740899942514,0.921,0.825,4.93435034177753e-37
"CYP1B1-AS1",1.42983953605944e-41,-0.962849137907711,0.079,0.301,5.82588118967421e-37
"NRG2",1.49210486497204e-41,0.377026215037829,0.925,0.785,6.07958127232859e-37
"ZFPM2-AS1",1.57981757955806e-41,-0.805158464042667,0.15,0.377,6.4369667279093e-37
"UBR5",1.82437609726714e-41,0.388594884502548,0.974,0.919,7.43342040831494e-37
"CPEB2",1.8782380244897e-41,0.55164686313832,0.853,0.699,7.65288083078328e-37
"ALDH5A1",1.94050915190519e-41,0.407567921428558,0.673,0.451,7.9066045394377e-37
"ARRB1",2.16542259094674e-41,0.385825882524977,0.798,0.603,8.82301434681248e-37
"BCAP29",2.35254682598814e-41,-0.622731320401874,0.553,0.737,9.58545204248866e-37
"DDX17",2.68627112540484e-41,0.287282944508531,0.989,0.957,1.0945211700462e-36
"GABRB1",2.89640769605328e-41,0.701713195401041,0.892,0.931,1.18014131575691e-36
"LINC00320",3.14826112073367e-41,-0.874499456659056,0.024,0.223,1.28275899364293e-36
"MRI1",3.33046115951991e-41,-0.48608926911751,0.365,0.579,1.35699639944639e-36
"TSPAN9",3.33898122605813e-41,0.442654213353885,0.468,0.256,1.36046790055738e-36
"KDM6A",3.42055341817294e-41,0.458790020266448,0.879,0.746,1.39370449023456e-36
"SH3GL2",3.47194574174943e-41,-1.38594089841114,0.77,0.807,1.4146442924758e-36
"LPGAT1",3.5490066376317e-41,0.463265634467407,0.877,0.763,1.44604275450304e-36
"B4GALT6",3.59051298049913e-41,0.379840496877383,0.798,0.6,1.46295451390437e-36
"FAM160A1",3.63642798072568e-41,0.619766598169413,0.528,0.308,1.48166258074668e-36
"B3GAT1",4.16203967699325e-41,-0.838408402952585,0.467,0.65,1.6958230663909e-36
"PXYLP1",5.0842516437182e-41,0.367119135162381,0.749,0.536,2.07157833223298e-36
"SNED1",5.69054717385267e-41,-1.335777048508,0.457,0.597,2.31861344598627e-36
"ADGRA1",5.79570064999113e-41,-0.521053131060813,0.183,0.415,2.36145822983889e-36
"KHDRBS2-OT1",6.15862458899565e-41,0.532750033525937,0.665,0.473,2.50933158878628e-36
"MOXD1",6.42544162287075e-41,-1.5133425894984,0.118,0.339,2.61804618923869e-36
"ZNF395",6.92784158014605e-41,0.404667344662086,0.571,0.351,2.82274905183051e-36
"ZNF350-AS1",7.42201531373496e-41,0.36987135492465,0.436,0.229,3.02410013958131e-36
"JUN",8.11196718051812e-41,-0.48590191493166,0.078,0.299,3.30522102770211e-36
"PWRN4",8.84039148440213e-41,0.277001388692602,0.8,0.534,3.60201751031965e-36
"FBN1",9.59532595872963e-41,0.351706011500489,0.851,0.692,3.90961556188439e-36
"MARCKS",1.12992083180658e-40,0.397785992348125,0.728,0.517,4.60386242919592e-36
"FBXL17",1.46049667162912e-40,0.301398093803303,0.991,0.961,5.95079368855286e-36
"IGSF8",1.70949594265607e-40,-0.500199600690219,0.505,0.699,6.96534121835214e-36
"MAPK1",1.79054506224633e-40,0.269178588004832,0.942,0.831,7.29557585612267e-36
"GREB1",1.82528981281523e-40,0.51498853323115,0.712,0.519,7.43714334231566e-36
"SLA",1.85064661729447e-40,-0.472355903173811,0.006,0.195,7.54045964216633e-36
"PRKAG2-AS1",2.48453318861582e-40,-0.407659851322817,0.116,0.344,1.01232304770152e-35
"KANSL1",2.63803678507097e-40,0.277346580009603,0.988,0.959,1.07486808807717e-35
"ZHX3",3.37892206511692e-40,0.392250000926542,0.925,0.81,1.37674179543189e-35
"LINC02008",4.13834405986215e-40,-1.02609974393854,0.026,0.221,1.68616828719083e-35
"GMPS",5.07369653134222e-40,0.363882202815278,0.71,0.488,2.06727765169539e-35
"LCORL",5.46850184028802e-40,-0.673697664449697,0.455,0.685,2.22814107482535e-35
"CCDC146",7.26347880733916e-40,0.554366714870762,0.604,0.397,2.95950444005034e-35
"CPNE8",7.70733233122512e-40,-0.690553171932273,0.234,0.488,3.14035255835767e-35
"SFPQ",7.97076819136354e-40,0.348906534835096,0.967,0.893,3.24768949957107e-35
"PLXND1",1.06222078870207e-39,-0.39632890737243,0.019,0.211,4.32801860356657e-35
"CXXC4-AS1",1.31925665042909e-39,0.682113876897454,0.724,0.564,5.37531122217334e-35
"ADRA1B",1.40746068721924e-39,-0.870211877867652,0.105,0.326,5.73469857007479e-35
"JAKMIP2-AS1",1.77700323387342e-39,-0.476275235961419,0.21,0.434,7.24039967641724e-35
"PPA2",1.99108148240492e-39,0.483486590831382,0.911,0.798,8.11266150005884e-35
"DPP10-AS3",2.17520096971301e-39,-0.683290187537339,0.024,0.216,8.86285635109566e-35
"ARHGDIG",2.31711241832227e-39,-0.495642982535496,0.252,0.48,9.44107454845411e-35
"SPDYE2",2.35344150489789e-39,-0.479556204435638,0.146,0.37,9.58909741170643e-35
"ENPP7P1",2.49944903903693e-39,0.627788492532604,0.447,0.257,1.0184005109556e-34
"SUZ12P1",3.02236231789648e-39,0.284175224324078,0.989,0.949,1.23146152642692e-34
"SLIT2",3.09378268834977e-39,-0.670748863612368,0.371,0.634,1.26056175636812e-34
"PSRC1",3.78150021450185e-39,-0.39233356548475,0.059,0.267,1.54077226239878e-34
"METTL24",3.83506545557612e-39,0.590802202410297,0.499,0.31,1.56259741987449e-34
"LIN7A",3.92846373599573e-39,0.520055487650093,0.822,0.657,1.60065254923146e-34
"AGBL4",4.07747812688052e-39,0.26578439693771,0.994,0.938,1.66136846279747e-34
"MATN2",4.20811071786128e-39,-0.439704153444304,0.176,0.425,1.71459471199258e-34
"NFIX",4.70315571932339e-39,0.536354853881418,0.64,0.458,1.91630079783831e-34
"NUCKS1",4.92702506068413e-39,0.369246676347379,0.926,0.803,2.00751636097575e-34
"ZMYND8",5.01054600754889e-39,0.371206999513296,0.946,0.869,2.0415469707758e-34
"LINC00513",5.06079035331766e-39,-0.751583432530549,0.613,0.725,2.06201902945928e-34
"SAT1",5.98802978989426e-39,-0.451749714465275,0.311,0.527,2.43982273789242e-34
"RGS11",7.53884929700494e-39,-0.474857476254223,0.408,0.605,3.07170414606466e-34
"DLGAP4",9.72689954125088e-39,0.360029660190015,0.941,0.823,3.96322521808267e-34
"MFSD10",1.00970266672001e-38,-0.486617910665241,0.3,0.518,4.1140335155507e-34
"TTC6",1.03513189270782e-38,-0.672478917385237,0.031,0.225,4.21764489683802e-34
"CBLN4",1.04704229153741e-38,-0.498801802497953,0.043,0.246,4.26617381686916e-34
"SYT13",1.11732893530243e-38,-0.593765383629757,0.27,0.496,4.55255674688974e-34
"SNCAIP",1.24596944113125e-38,0.449144101111269,0.532,0.315,5.07670248788927e-34
"OSBPL10",1.50367207852484e-38,-0.66555559514869,0.48,0.695,6.12671188394945e-34
"PRKG2",1.53851489375012e-38,0.606012589122678,0.566,0.366,6.26867893458486e-34
"RAD21",1.78986201912605e-38,0.414089430003432,0.744,0.561,7.29279279692908e-34
"ABCC8",2.01218014940878e-38,-0.618197460844716,0.339,0.55,8.19862801876609e-34
"SPARCL1",2.62866187683504e-38,-1.27467767879423,0.317,0.508,1.07104828171644e-33
"GRK3",2.71451724818895e-38,-0.849871372470222,0.662,0.811,1.10603005277459e-33
"SOX6",2.77385534598821e-38,-2.18873402387652,0.106,0.311,1.1302073607229e-33
"TG",3.1451475298411e-38,-0.835982760702584,0.017,0.203,1.28149036103376e-33
"MTUS2",3.36291513317193e-38,-1.11071513736471,0.856,0.873,1.3702197710109e-33
"RHBDL1",3.6113341273349e-38,-0.435591673469657,0.319,0.54,1.47143809018261e-33
"CRADD",4.18113122812084e-38,0.556178650655065,0.755,0.584,1.70360191889784e-33
"FAM66D",5.59943690251419e-38,0.418421309636541,0.698,0.473,2.28149056592941e-33
"BPTF",6.39203842471867e-38,0.346268355873114,0.964,0.906,2.60443605615162e-33
"PCNX1",7.33245976476229e-38,0.35112601207169,0.962,0.887,2.98761073115239e-33
"TMEM132C",7.44065137677458e-38,-1.2905519847078,0.094,0.304,3.0316934034668e-33
"RPL26",7.70100242809658e-38,-0.698336436138214,0.371,0.568,3.13777343932795e-33
"SCHLAP1",9.1958175258506e-38,-0.874556153792251,0.017,0.201,3.74683585090783e-33
"FAM110C",9.47904646823285e-38,0.266641270599884,0.256,0.104,3.86223748348147e-33
"NDST4",9.67709722862054e-38,-0.830384365835131,0.098,0.321,3.94293326580144e-33
"RPL12",1.03582053773267e-37,-0.605922527895777,0.267,0.477,4.22045078099175e-33
"TMEM161B-AS1",1.20643193209667e-37,0.329819671329988,0.989,0.945,4.91560690732789e-33
"PICALM",1.2166257311446e-37,0.402640663590283,0.937,0.871,4.95714154154869e-33
"DLX1",1.47221072399225e-37,0.26328109953253,0.317,0.139,5.99852259490644e-33
"USP11",1.5013869069139e-37,0.376127395846362,0.866,0.727,6.11740095222067e-33
"LRRC39",1.79093250465006e-37,-0.541730591146722,0.162,0.384,7.29715449019666e-33
"RFX7",1.9607840805848e-37,0.360126063185506,0.958,0.861,7.98921473634278e-33
"TPM1",2.27737119651928e-37,-0.547291963416107,0.562,0.725,9.27914894021781e-33
"OPHN1",2.37303463662427e-37,0.480386571373189,0.882,0.769,9.66892962692558e-33
"EPHA5-AS1",2.49015892515517e-37,-0.468809196081359,0.177,0.412,1.01461525405448e-32
"SYT9",2.79810113686469e-37,-0.558859809302089,0.052,0.251,1.14008630821552e-32
"THSD4",2.82137885774984e-37,-0.684790362413826,0.041,0.235,1.14957081559017e-32
"RPL14",3.24106897375951e-37,-0.559706226800809,0.511,0.673,1.32057355335831e-32
"CAMK1G",4.04704626238294e-37,0.335149280288631,0.422,0.224,1.64896899960793e-32
"OVCH1",4.07700314062967e-37,0.442359398321065,0.506,0.302,1.66117492964956e-32
"SLC41A2",4.53613813444623e-37,0.287255922969683,0.908,0.76,1.84824948288011e-32
