"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GEMIN7-AS1",0,0.380842356321644,0.399,0.216,0
"GFOD1",0,0.703763371281419,0.888,0.682,0
"GFPT1",0,0.431033799245061,0.741,0.559,0
"GFRA1",0,-0.620205683191346,0.047,0.217,0
"GGA2",0,0.372055858802753,0.759,0.628,0
"GGCT",0,0.370191787629018,0.439,0.23,0
"GGT7",0,0.542619456391715,0.794,0.615,0
"GIGYF2",0,0.366142319701191,0.891,0.821,0
"GIPC1",0,0.521690542080514,0.765,0.546,0
"GIPC2",0,0.546706460524176,0.641,0.378,0
"GIT1",0,0.319819184757565,0.529,0.373,0
"GIT2",0,0.356119432257174,0.785,0.664,0
"GK5",0,0.370771791705839,0.704,0.535,0
"GLB1",0,0.337959373637372,0.684,0.525,0
"GLB1L3",0,0.385353284958796,0.507,0.269,0
"GLG1",0,0.365978649092538,0.919,0.859,0
"GLIS1",0,0.411744387634179,0.6,0.381,0
"GLMN",0,0.32309623123839,0.738,0.594,0
"GLRA3",0,0.727218861991117,0.756,0.359,0
"GLRB",0,0.574796811459738,0.877,0.667,0
"GLS",0,0.74587133633235,0.977,0.871,0
"GLUL",0,-0.435106602434461,0.102,0.267,0
"GLYATL2",0,0.308879230325206,0.304,0.17,0
"GLYR1",0,0.388678446940615,0.698,0.541,0
"GMCL1",0,0.470878236043489,0.737,0.567,0
"GMDS",0,1.00036864023294,0.973,0.82,0
"GMDS-DT",0,0.507118614986415,0.9,0.798,0
"GNA12",0,0.419988074333805,0.705,0.551,0
"GNAI3",0,0.368439379158224,0.667,0.491,0
"GNAL",0,0.466907225703781,0.884,0.724,0
"GNAO1",0,0.506587967214885,0.949,0.864,0
"GNAQ",0,0.590445039617765,0.984,0.952,0
"GNB1",0,0.392477875017915,0.891,0.814,0
"GNB5",0,0.555462092353762,0.848,0.659,0
"GNG12",0,-0.423210770984049,0.042,0.196,0
"GNG2",0,0.973611636199222,0.89,0.584,0
"GNPTAB",0,0.526868450395539,0.851,0.671,0
"GNPTG",0,0.30371389796622,0.519,0.354,0
"GOLGA3",0,0.448861147614063,0.677,0.47,0
"GOLGA4",0,0.361141693407471,0.935,0.868,0
"GOLGA8A",0,0.534574571731345,0.901,0.753,0
"GOLGA8B",0,0.342167238188051,0.857,0.731,0
"GOLGB1",0,0.294695265074973,0.827,0.72,0
"GOLIM4",0,-0.505285397394834,0.067,0.191,0
"GOLM1",0,0.302262526630249,0.712,0.567,0
"GOLM2",0,0.577706074379745,0.904,0.728,0
"GOLT1B",0,0.476869795768069,0.725,0.513,0
"GON4L",0,0.363451726261972,0.679,0.532,0
"GOSR1",0,0.368511671130945,0.73,0.576,0
"GOSR2",0,0.331500506249593,0.524,0.342,0
"GPALPP1",0,0.409658025046962,0.793,0.636,0
"GPATCH2",0,0.778164903777067,0.874,0.653,0
"GPATCH2L",0,0.343531852756844,0.798,0.69,0
"GPATCH8",0,0.675603725242431,0.975,0.92,0
"GPBP1",0,0.363030569967389,0.885,0.797,0
"GPC1",0,0.463148531258559,0.743,0.525,0
"GPC4",0,0.899184455415101,0.439,0.09,0
"GPC5",0,0.72515644409812,0.638,0.445,0
"GPHN",0,0.290262240505589,0.995,0.971,0
"GPI",0,0.573963779709982,0.891,0.773,0
"GPM6A",0,0.67262006185365,0.995,0.923,0
"GPM6B",0,0.69601081148676,0.962,0.867,0
"GPR135",0,0.811832492885094,0.737,0.471,0
"GPR137B",0,0.355634529503561,0.56,0.406,0
"GPR149",0,-1.11114810086208,0.024,0.239,0
"GPR158",0,0.254559015733701,0.963,0.799,0
"GPR173",0,0.587334381882054,0.675,0.44,0
"GPR22",0,0.368875252729376,0.424,0.203,0
"GPRC5B",0,-0.581321300454491,0.07,0.32,0
"GPRIN3",0,-0.86722081924031,0.153,0.448,0
"GRAMD1B",0,0.609366495427207,0.866,0.702,0
"GRAMD2B",0,-0.608350575845952,0.024,0.146,0
"GRAMD4",0,0.329962248433459,0.483,0.301,0
"GRB2",0,0.409681043180051,0.749,0.597,0
"GREB1L",0,1.34304992750974,0.902,0.612,0
"GREM2",0,0.390023748653727,0.312,0.157,0
"GRHL1",0,0.270083981044482,0.389,0.202,0
"GRIA1",0,0.767136644498266,0.996,0.877,0
"GRIA2",0,1.12793191429432,0.998,0.929,0
"GRIA3",0,1.13217656560404,0.989,0.829,0
"GRIK2",0,0.310367782929841,0.998,0.905,0
"GRIK3",0,-0.752774662770473,0.278,0.465,0
"GRIK5",0,0.428231726204449,0.729,0.553,0
"GRIN1",0,0.507759769167271,0.951,0.778,0
"GRIN2A",0,0.977943512210271,0.949,0.706,0
"GRIN2B",0,0.993326032559474,0.997,0.863,0
"GRIP2",0,-0.670506409877631,0.11,0.351,0
"GRIPAP1",0,0.327002073991902,0.629,0.475,0
"GRK3",0,0.819120812166684,0.875,0.694,0
"GRK4",0,0.453004368215213,0.768,0.6,0
"GRM1",0,1.35002010680401,0.96,0.514,0
"GRM2",0,0.348924460636011,0.307,0.103,0
"GRM4",0,-0.514999355554538,0.104,0.31,0
"GRM5",0,0.54928686252674,0.994,0.858,0
"GRM7",0,0.49931585974037,0.991,0.817,0
"GSDMB",0,0.389367397295726,0.401,0.184,0
"GSK3B",0,0.376913176577311,0.951,0.892,0
"GSPT1",0,0.338538359438946,0.72,0.562,0
"GSR",0,0.28357450145057,0.546,0.394,0
"GTDC1",0,1.14462617915034,0.952,0.734,0
"GTF2F2",0,0.385333700825234,0.688,0.513,0
"GTF2H3",0,0.306103781480725,0.563,0.407,0
"GTF3C1",0,0.430217360778034,0.701,0.517,0
"GUCY1A2",0,0.636147248120407,0.937,0.698,0
"GUSBP1",0,0.556720154611794,0.848,0.638,0
"GVINP1",0,0.31939470061869,0.307,0.134,0
"GVQW3",0,0.418740001570493,0.568,0.348,0
"GYG2",0,0.298230599866921,0.274,0.123,0
"GYG2P1",0,0.849718926206799,0.815,0.583,0
"H2AZ1-DT",0,0.341582413841058,0.207,0.076,0
"HABP4",0,0.294440076533284,0.634,0.484,0
"HACE1",0,0.545743208146846,0.848,0.651,0
"HARS1",0,0.378916435550813,0.615,0.404,0
"HBS1L",0,0.422498246716685,0.775,0.625,0
"HCN1",0,0.788796367532671,0.972,0.745,0
"HDAC4",0,0.365395802761214,0.827,0.699,0
"HDAC7",0,0.330339762853374,0.492,0.328,0
"HDAC8",0,0.566021933323707,0.933,0.834,0
"HDGFL3",0,0.30941034534797,0.81,0.678,0
"HDLBP",0,0.361033133980057,0.694,0.545,0
"HDX",0,0.401423626611005,0.631,0.47,0
"HEATR3",0,0.347960059815037,0.574,0.402,0
"HEATR5B",0,0.348463234791911,0.779,0.654,0
"HECTD2",0,0.437237607958475,0.878,0.745,0
"HECTD4",0,0.488485925326252,0.952,0.886,0
"HECW1",0,1.00307973205926,0.964,0.755,0
"HECW2",0,0.365781941994443,0.961,0.856,0
"HEG1",0,-0.263704939589151,0.022,0.13,0
"HERC1",0,0.642937273600396,0.979,0.925,0
"HERC2",0,0.421274226572212,0.864,0.758,0
"HERC2P2",0,0.31421976585955,0.655,0.48,0
"HERC2P9",0,0.345830123674507,0.576,0.387,0
"HERC4",0,0.491149799558138,0.953,0.884,0
"HEXA",0,0.370289302993436,0.552,0.376,0
"HHAT",0,0.692665709239893,0.367,0.151,0
"HIC2",0,0.275687489012781,0.442,0.266,0
"HIVEP2",0,0.459526755696553,0.937,0.832,0
"HIVEP3",0,0.810026107737362,0.971,0.86,0
"HK1",0,0.465727642164575,0.763,0.593,0
"HLA-DMA",0,0.257793488255174,0.297,0.15,0
"HLA-DPB2",0,0.37207493889823,0.284,0.081,0
"HLA-L",0,0.306905788263237,0.454,0.282,0
"HLCS",0,0.45489200998442,0.86,0.761,0
"HLF",0,0.27506565338139,0.589,0.415,0
"HM13",0,0.345221185624979,0.701,0.566,0
"HMG20A",0,0.353525143289546,0.753,0.612,0
"HMGB1",0,0.475222908150066,0.937,0.856,0
"HMGCLL1",0,0.35556146630685,0.829,0.641,0
"HMGCR",0,0.599192920885894,0.777,0.531,0
"HMGCS1",0,0.418305373413567,0.676,0.478,0
"HNRNPDL",0,0.380383480715334,0.898,0.823,0
"HNRNPLL",0,0.722534967478384,0.788,0.532,0
"HNRNPU",0,0.335701198962081,0.908,0.833,0
"HOMER1",0,0.839326867391329,0.938,0.724,0
"HOMER2",0,0.298827841597667,0.611,0.435,0
"HOOK1",0,0.436057753430932,0.708,0.491,0
"HOOK3",0,0.311887603130045,0.871,0.782,0
"HOPX",0,0.78786523246317,0.546,0.182,0
"HP1BP3",0,0.348238984916939,0.884,0.809,0
"HPRT1",0,0.561533217578309,0.838,0.631,0
"HPYR1",0,0.419732786432123,0.33,0.133,0
"HRH1",0,0.578636144866683,0.487,0.242,0
"HRH2",0,0.458703870830754,0.581,0.339,0
"HRH3",0,-0.349147088129255,0.101,0.264,0
"HS2ST1",0,0.560085204425107,0.898,0.726,0
"HS6ST1",0,0.310345593122631,0.469,0.311,0
"HS6ST3",0,1.22319407239139,0.947,0.586,0
"HSD11B1-AS1",0,0.377129973684606,0.342,0.156,0
"HSF4",0,0.304055524557697,0.45,0.261,0
"HSPA12A",0,0.973321397392984,0.969,0.803,0
"HSPH1",0,0.311155544771942,0.814,0.654,0
"HTR1E",0,0.412223860319821,0.623,0.428,0
"HTR2A",0,0.469987022576966,0.486,0.274,0
"HTRA1",0,-0.571888189429547,0.035,0.245,0
"HTT",0,0.649003294604674,0.894,0.757,0
"HULC",0,0.539695558847059,0.554,0.32,0
"HUNK",0,0.259907040311191,0.478,0.303,0
"HUWE1",0,0.330098376655387,0.863,0.774,0
"HYDIN2",0,0.586563088111412,0.787,0.576,0
"IARS1",0,0.526359127226657,0.762,0.535,0
"ICA1",0,0.767771817063658,0.915,0.685,0
"ICA1L",0,0.624320491926106,0.948,0.826,0
"ICAM5",0,0.6776236014888,0.607,0.276,0
"ICE1",0,0.650750951472663,0.826,0.641,0
"IDE",0,0.304191479921019,0.679,0.525,0
"IDS",0,0.494946407873119,0.93,0.798,0
"IFFO1",0,0.270047745277467,0.393,0.238,0
"IFNAR2",0,0.499609056379231,0.582,0.366,0
"IFRD1",0,0.592401716900057,0.66,0.409,0
"IFT122",0,0.411884606004723,0.668,0.467,0
"IFT172",0,0.472816757610587,0.76,0.576,0
"IFT20",0,0.272181061112848,0.559,0.403,0
"IFT43",0,0.446775217704044,0.759,0.593,0
"IFT57",0,0.289100278108497,0.521,0.355,0
"IFT80",0,0.568011561242065,0.743,0.499,0
"IFT81",0,0.309391785110467,0.617,0.454,0
"IGF1",0,-0.763554348462576,0.036,0.203,0
"IGF1R",0,0.450499013336582,0.921,0.834,0
"IGF2R",0,0.500410053873893,0.651,0.46,0
"IGFBP5",0,0.528494929976762,0.395,0.195,0
"IGFL4",0,0.389272514839564,0.579,0.399,0
"IGSF11",0,0.790395732987885,0.887,0.622,0
"IGSF21",0,0.32539640154641,0.492,0.279,0
"IGSF9B",0,0.797878561417351,0.604,0.387,0
"IL12A-AS1",0,0.545190279897373,0.309,0.085,0
"IL17RA",0,0.430603195353816,0.346,0.183,0
"IL1RAP",0,0.525974609913979,0.49,0.316,0
"IL1RAPL1",0,0.328560215403505,0.996,0.924,0
"IL1RAPL2",0,0.487549652129413,0.494,0.208,0
"IL1RL2",0,0.264736927135022,0.248,0.107,0
"IL34",0,0.531251377876711,0.563,0.294,0
"IL6ST",0,-0.479494088059599,0.318,0.495,0
"ILDR2",0,0.428377458171742,0.8,0.541,0
"ILKAP",0,0.364881699613972,0.682,0.538,0
"ILRUN",0,0.337658007619082,0.599,0.419,0
"IMMP2L",0,0.375255897316372,0.975,0.915,0
"INHA",0,0.26417657115816,0.355,0.205,0
"INHBA-AS1",0,1.32122724208785,0.733,0.224,0
"INHCAP",0,0.580797283478789,0.562,0.289,0
"INKA2",0,0.796832149647833,0.554,0.214,0
"INO80",0,0.489604565450394,0.801,0.64,0
"INPP4A",0,0.555764191443764,0.924,0.789,0
"INPP4B",0,0.370396510376181,0.9,0.783,0
"INPP5A",0,0.4712243012034,0.617,0.448,0
"INPP5B",0,0.495421564740462,0.69,0.463,0
"INTS1",0,0.531407904651927,0.617,0.355,0
"INTS10",0,0.533365412912985,0.809,0.653,0
"INTS3",0,0.37022025618343,0.634,0.46,0
"INTS6",0,0.435628052818206,0.792,0.641,0
"INTS6L",0,0.807659665963753,0.646,0.354,0
"INTU",0,0.587660257846324,0.86,0.676,0
"INVS",0,0.421553734112864,0.896,0.789,0
"IPO11",0,0.50481303971628,0.709,0.484,0
"IPO5",0,0.478358445141624,0.643,0.438,0
"IPO9",0,0.413000153528216,0.777,0.64,0
"IPPK",0,0.349354379893043,0.506,0.332,0
"IQCA1",0,0.793974093645373,0.687,0.447,0
"IQCB1",0,0.463507688272001,0.799,0.622,0
"IQCH",0,0.327826545150773,0.504,0.338,0
"IQCJ",0,1.78628630272433,0.897,0.447,0
"IQSEC1",0,0.901632341797349,0.917,0.748,0
"IQSEC2",0,0.812936561895205,0.812,0.535,0
"IRAG2",0,1.81004825467927,0.713,0.083,0
"IRAK1BP1",0,0.399183785452765,0.876,0.744,0
"IRS2",0,0.349064867536726,0.61,0.45,0
"ITCH",0,0.431479789510256,0.85,0.732,0
"ITFG1",0,0.372566341476964,0.972,0.934,0
"ITGA6",0,-0.467315347185902,0.072,0.224,0
"ITGA9",0,1.14458605023385,0.796,0.489,0
"ITGA9-AS1",0,0.38109808414911,0.708,0.504,0
"ITGAV",0,0.383983563933805,0.524,0.361,0
"ITGB1BP1",0,0.306623598521014,0.698,0.551,0
"ITGB8",0,0.359909677849995,0.709,0.549,0
"ITIH4",0,0.450836803261055,0.421,0.188,0
"ITM2C",0,-0.642942927033933,0.411,0.564,0
"ITPKA",0,0.45554762281241,0.355,0.105,0
"ITPKB",0,-0.4457516407434,0.02,0.141,0
"ITPR1",0,0.267749114317861,0.809,0.581,0
"ITPR2",0,-1.2035589545003,0.205,0.355,0
"ITPRID2",0,0.493706090808946,0.645,0.396,0
"JAG1",0,0.604890881935498,0.49,0.233,0
"JAK1",0,0.450181429189528,0.949,0.864,0
"JAK2",0,0.323748458447823,0.849,0.721,0
"JAKMIP1",0,0.572248471390342,0.888,0.696,0
"JAKMIP2",0,0.547537081277821,0.96,0.879,0
"JAKMIP3",0,0.516164511344434,0.688,0.495,0
"JAM3",0,0.431703974712599,0.802,0.63,0
"JARID2",0,0.337348248629597,0.855,0.748,0
"JAZF1",0,0.813815512063005,0.98,0.891,0
"JAZF1-AS1",0,0.526660214928135,0.52,0.267,0
"JMJD1C",0,0.568262088068493,0.992,0.977,0
"JPH1",0,0.516453107920439,0.631,0.38,0
"JPH3",0,0.513399337869218,0.7,0.496,0
"JPH4",0,0.554653350525003,0.876,0.709,0
"JUN",0,0.436929896970607,0.348,0.123,0
"KALRN",0,0.868182226735916,0.994,0.906,0
"KANSL1",0,0.541796252375269,0.973,0.948,0
"KANTR",0,0.443584906387869,0.854,0.739,0
"KAT2A",0,0.342298744171149,0.568,0.387,0
"KAT6B",0,0.422488134482627,0.918,0.825,0
"KATNAL1",0,0.483908853712143,0.787,0.566,0
"KATNBL1",0,0.298689390463373,0.849,0.751,0
"KAZN",0,0.496470846830724,0.998,0.939,0
"KCNA4",0,0.305088529867328,0.385,0.202,0
"KCNAB2",0,0.716165647573659,0.725,0.462,0
"KCNB1",0,0.844546916577173,0.919,0.695,0
"KCNB2",0,0.410280455122899,0.814,0.62,0
"KCNC3",0,0.29780094644534,0.401,0.24,0
"KCNC4",0,0.728748785800489,0.575,0.207,0
"KCND3",0,1.06299212964859,0.922,0.713,0
"KCNG1",0,0.730819502611549,0.473,0.159,0
"KCNG3",0,0.7627564425268,0.495,0.132,0
"KCNH1",0,1.09829959186633,0.818,0.475,0
"KCNH3",0,0.954924746667175,0.792,0.384,0
"KCNH7",0,1.22498969047188,0.918,0.714,0
"KCNH7-AS1",0,0.360923084821557,0.297,0.162,0
"KCNIP1",0,-1.76069108982753,0.145,0.593,0
"KCNIP2",0,0.421620778481116,0.64,0.442,0
"KCNIP3",0,0.71266642625147,0.599,0.309,0
"KCNIP4",0,0.983019340776303,0.998,0.889,0
"KCNJ3",0,0.901040794398032,0.966,0.68,0
"KCNJ6",0,0.855064736665096,0.915,0.606,0
"KCNK1",0,1.2878197898484,0.839,0.451,0
"KCNK2",0,0.921512222396935,0.521,0.255,0
"KCNK4",0,0.31894386116888,0.313,0.125,0
"KCNMA1",0,1.17514571148102,0.998,0.912,0
"KCNMB2",0,0.721499025953913,0.751,0.338,0
"KCNMB4",0,0.667801042193465,0.814,0.494,0
"KCNN1",0,0.407010250462401,0.357,0.145,0
"KCNN2",0,1.04317076899539,0.769,0.528,0
"KCNN3",0,0.893134638917779,0.823,0.57,0
"KCNQ1OT1",0,0.573395619320713,0.835,0.685,0
"KCNQ2",0,0.919763370579526,0.848,0.611,0
"KCNQ3",0,0.40806636355704,0.953,0.857,0
"KCNQ5",0,0.892773635935439,0.966,0.71,0
"KCNT2",0,0.749129817353746,0.861,0.558,0
"KCNV1",0,0.688120733764588,0.435,0.083,0
"KCTD1",0,0.897257769030753,0.881,0.638,0
"KCTD16",0,0.746344720552406,0.963,0.779,0
"KCTD17",0,0.390845035722661,0.513,0.276,0
"KCTD4",0,0.808428181978952,0.454,0.106,0
"KCTD7",0,0.427775046455141,0.538,0.311,0
"KCTD8",0,0.780714546637045,0.738,0.571,0
"KCTD9",0,0.325855574681329,0.378,0.193,0
"KDM1A",0,0.297924943803539,0.769,0.636,0
"KDM2A",0,0.420059515375867,0.871,0.788,0
"KDM4A",0,0.28291425069431,0.466,0.303,0
"KDM4B",0,0.45960090704505,0.725,0.583,0
"KDM4C",0,0.502362664501987,0.95,0.873,0
"KDM5A",0,0.542847422842973,0.862,0.71,0
"KDM5B",0,0.332108265876713,0.767,0.639,0
"KDM7A",0,0.433308275436154,0.527,0.338,0
"KHDC1",0,0.280210912547474,0.573,0.417,0
"KHDRBS1",0,0.324838522387527,0.747,0.628,0
"KHDRBS2",0,0.258192277150985,0.965,0.829,0
"KHDRBS2-OT1",0,0.284721318152628,0.581,0.402,0
"KHDRBS3",0,0.597021875294096,0.949,0.641,0
"KIAA0232",0,0.411708972908317,0.879,0.787,0
"KIAA0319",0,0.654060565842841,0.871,0.642,0
"KIAA0319L",0,0.420850969740632,0.87,0.76,0
"KIAA0408",0,0.426704221344113,0.62,0.393,0
"KIAA0513",0,0.458767537391586,0.682,0.496,0
"KIAA0753",0,0.549983068202086,0.696,0.48,0
"KIAA0825",0,0.590726847443735,0.953,0.807,0
"KIAA0930",0,1.01931107180642,0.916,0.666,0
"KIAA1109",0,0.273415391593338,0.949,0.907,0
"KIAA1217",0,-1.906495341377,0.42,0.612,0
"KIAA1328",0,0.730503680517528,0.925,0.793,0
"KIAA1549",0,0.912833184800448,0.849,0.599,0
"KIAA1549L",0,0.391754788976952,0.912,0.793,0
"KIAA1841",0,0.720102280124522,0.864,0.631,0
"KIAA2012",0,0.519989704621932,0.529,0.326,0
"KIAA2026",0,0.438459141443432,0.88,0.779,0
"KIF16B",0,0.510330255416064,0.808,0.653,0
"KIF17",0,0.302936165061774,0.346,0.166,0
"KIF1A",0,0.395766935311738,0.823,0.67,0
"KIF1B",0,0.614344468072059,0.981,0.943,0
"KIF21A",0,0.260420489246727,0.939,0.841,0
"KIF21B",0,0.518623147702248,0.592,0.369,0
"KIF3A",0,0.496667252944724,0.93,0.811,0
"KIF3B",0,0.346115975189691,0.613,0.441,0
"KIF3C",0,0.474253435291865,0.753,0.564,0
"KIF5A",0,0.411477782112839,0.786,0.572,0
"KIF5C",0,0.557850963947421,0.96,0.857,0
"KIF9",0,0.379591694692109,0.471,0.271,0
"KIFAP3",0,0.490868368050188,0.935,0.826,0
"KIFC2",0,0.575755596038862,0.788,0.537,0
"KIFC3",0,0.262541713282931,0.451,0.3,0
"KIRREL3",0,0.724684209741513,0.955,0.746,0
"KIT",0,-0.646874271028198,0.034,0.155,0
"KITLG",0,0.774418409591027,0.572,0.231,0
"KLC1",0,0.570608333100963,0.886,0.746,0
"KLF6",0,0.288762539379709,0.357,0.174,0
"KLF9",0,0.282842154485189,0.392,0.221,0
"KLHDC10",0,0.512429505389092,0.874,0.727,0
"KLHL2",0,0.448937808854505,0.841,0.641,0
"KLHL22",0,0.538804105015264,0.724,0.548,0
"KLHL23",0,0.567325533274532,0.822,0.649,0
"KLHL24",0,0.35618513372534,0.826,0.711,0
"KLHL29",0,0.308182215965326,0.862,0.696,0
"KLHL3",0,0.624626366139836,0.886,0.7,0
"KLHL32",0,-0.760347719960382,0.521,0.701,0
"KLHL4",0,0.668611823628011,0.577,0.318,0
"KLHL5",0,0.383342024748811,0.818,0.638,0
"KLHL7",0,0.348605371641741,0.796,0.671,0
"KLK7",0,0.425824166997601,0.254,0.031,0
"KLRD1",0,0.605498470428732,0.512,0.283,0
"KMT2A",0,0.429206341435544,0.945,0.888,0
"KMT2C",0,0.401186514067168,0.954,0.914,0
"KMT2E",0,0.312142093300998,0.934,0.888,0
"KMT5A",0,0.253389087956648,0.342,0.201,0
"KNDC1",0,0.989213515331552,0.794,0.494,0
"KPNA1",0,0.520492898421516,0.859,0.703,0
"KPNA3",0,0.437008295874212,0.826,0.681,0
"KPNA6",0,0.312899122231181,0.628,0.485,0
"KPNB1",0,0.34966229723405,0.78,0.648,0
"KRTAP5-AS1",0,0.376955757619944,0.48,0.285,0
"KSR2",0,0.881163154916675,0.98,0.83,0
"KTN1-AS1",0,0.427538042091016,0.474,0.272,0
"KYAT1",0,0.328579531273859,0.62,0.471,0
"L2HGDH",0,0.303281749983854,0.718,0.559,0
"L3HYPDH",0,0.367633847243949,0.482,0.297,0
"L3MBTL3",0,0.47350652305505,0.536,0.302,0
"LAMB1",0,1.00101022033156,0.767,0.379,0
"LAMC1",0,0.350995422007111,0.665,0.492,0
"LAMTOR5-AS1",0,0.469665590954923,0.575,0.341,0
"LANCL2",0,0.739721271055095,0.811,0.578,0
"LARGE1",0,0.640104928573902,0.969,0.861,0
"LARP1",0,0.441596984787359,0.853,0.739,0
"LARP1B",0,0.629175990538326,0.919,0.766,0
"LARP4B",0,0.418294285166773,0.848,0.725,0
"LARS1",0,0.354880874759429,0.754,0.576,0
"LARS2",0,0.341697349258235,0.664,0.516,0
"LATS1",0,0.346949539998429,0.746,0.614,0
"LCA5",0,0.444248448542497,0.523,0.289,0
"LCMT1",0,0.435675840059614,0.696,0.512,0
"LCOR",0,0.442926616104065,0.928,0.855,0
"LDB2",0,1.69804810720939,0.89,0.526,0
"LDLR",0,0.424136507623775,0.383,0.155,0
"LDLRAD4",0,0.630745565677572,0.915,0.771,0
"LENG8",0,0.519543162079251,0.8,0.601,0
"LEPR",0,0.587843727919026,0.579,0.319,0
"LETM1",0,0.280917347467996,0.447,0.291,0
"LGALSL-DT",0,0.383866347252386,0.516,0.325,0
"LGI4",0,0.737453444389757,0.583,0.178,0
"LHFPL3",0,-1.26173321742882,0.443,0.616,0
"LHFPL4",0,0.414137358160214,0.781,0.617,0
"LHFPL5",0,0.406465434098059,0.55,0.312,0
"LHFPL6",0,0.735202418048089,0.677,0.422,0
"LHPP",0,0.398775639195006,0.605,0.432,0
"LHX2",0,0.795366148402949,0.479,0.102,0
"LHX6",0,-0.523031981958957,0.01,0.144,0
"LIMCH1",0,1.35630797316361,0.993,0.876,0
"LIMS2",0,0.343763145332337,0.272,0.072,0
"LIN28B",0,0.605856002986191,0.551,0.248,0
"LIN28B-AS1",0,0.305191408234099,0.276,0.113,0
"LIN7A",0,0.812546180033064,0.833,0.578,0
"LINC00158",0,0.295549508890044,0.417,0.269,0
"LINC00159",0,0.771278729717156,0.577,0.271,0
"LINC00205",0,0.37756606010854,0.496,0.284,0
"LINC00276",0,1.31265913492096,0.631,0.261,0
"LINC00320",0,0.909831860407593,0.383,0.108,0
"LINC00342",0,0.518073888264956,0.754,0.568,0
"LINC00354",0,-0.334451017455014,0.02,0.17,0
"LINC00407",0,0.405355112092733,0.448,0.256,0
"LINC00457",0,0.307515970509282,0.189,0.054,0
"LINC00461",0,0.58953902952722,0.953,0.837,0
"LINC00504",0,0.438220300237646,0.375,0.207,0
"LINC00506",0,0.678193972262825,0.609,0.345,0
"LINC00513",0,0.576672150204912,0.755,0.616,0
"LINC00535",0,0.385429659190643,0.613,0.407,0
"LINC00551",0,0.628297769832209,0.5,0.228,0
"LINC00571",0,0.48819434790306,0.481,0.261,0
"LINC00578",0,0.366676357508509,0.271,0.125,0
"LINC00598",0,0.506147075203214,0.384,0.185,0
"LINC00620",0,0.266410746926432,0.231,0.096,0
"LINC00630",0,0.451745220477269,0.67,0.469,0
"LINC00632",0,0.826226428194354,0.995,0.892,0
"LINC00662",0,0.415420360072691,0.716,0.559,0
"LINC00683",0,0.692720481862998,0.404,0.143,0
"LINC00877",0,0.295951861984686,0.283,0.124,0
"LINC00882",0,0.637321353493491,0.972,0.866,0
"LINC00884",0,0.40704146359717,0.588,0.364,0
"LINC00886",0,-0.441415062093378,0.024,0.196,0
"LINC00894",0,0.680658621474224,0.774,0.537,0
"LINC00923",0,1.29544671421835,0.63,0.193,0
"LINC00937",0,0.47180389720318,0.653,0.411,0
"LINC00964",0,0.310196445556605,0.247,0.084,0
"LINC00970",0,0.475621493787758,0.557,0.312,0
"LINC01004",0,0.580689105914838,0.786,0.613,0
"LINC01006",0,0.471919629878452,0.593,0.394,0
"LINC01090",0,1.58321931744823,0.196,0.092,0
"LINC01102",0,-0.369118970056314,0.064,0.19,0
"LINC01118",0,0.705175896869535,0.511,0.227,0
"LINC01119",0,0.282881037496468,0.244,0.091,0
"LINC01122",0,0.561440758873757,0.922,0.675,0
"LINC01128",0,0.276434475166173,0.362,0.205,0
"LINC01135",0,0.869400337645748,0.461,0.177,0
"LINC01184",0,0.4712009471881,0.894,0.785,0
"LINC01197",0,1.00110406061433,0.746,0.271,0
"LINC01202",0,0.541608374913205,0.175,0.034,0
"LINC01208",0,0.363931465207893,0.223,0.094,0
"LINC01250",0,1.04663043127572,0.93,0.626,0
"LINC01252",0,0.469594088206313,0.638,0.417,0
"LINC01266",0,0.898332126046548,0.29,0.105,0
"LINC01278",0,0.578515201189355,0.949,0.769,0
"LINC01301",0,0.43360899430241,0.514,0.291,0
"LINC01320",0,0.509197497313537,0.263,0.111,0
"LINC01322",0,1.12403222188873,0.906,0.593,0
"LINC01331",0,2.50534650905287,0.624,0.076,0
"LINC01357",0,0.334220850168378,0.389,0.207,0
"LINC01358",0,1.10416814252714,0.387,0.075,0
"LINC01374",0,0.378392850349178,0.245,0.115,0
"LINC01376",0,0.544449648055904,0.576,0.33,0
"LINC01378",0,0.645304793066364,0.229,0.069,0
"LINC01414",0,0.381557839241875,0.643,0.433,0
"LINC01435",0,1.27300159137795,0.422,0.138,0
"LINC01473",0,0.515768064720434,0.895,0.715,0
"LINC01476",0,0.805086697133262,0.41,0.09,0
"LINC01484",0,0.397102811264898,0.2,0.036,0
"LINC01500",0,1.15998201743642,0.382,0.1,0
"LINC01588",0,0.385768646695257,0.429,0.248,0
"LINC01622",0,1.17216358704314,0.453,0.027,0
"LINC01725",0,0.388590162794463,0.514,0.293,0
"LINC01748",0,0.375973297609155,0.374,0.209,0
"LINC01771",0,0.251558978262086,0.31,0.164,0
"LINC01776",0,0.289119982931231,0.573,0.343,0
"LINC01807",0,0.534987695758463,0.333,0.114,0
"LINC01811",0,0.722136769696265,0.557,0.215,0
"LINC01821",0,2.23446534556089,0.417,0.067,0
"LINC01865",0,0.390526933886784,0.209,0.026,0
"LINC01885",0,1.35956910970438,0.56,0.076,0
"LINC01903",0,0.342245096225321,0.133,0.01,0
"LINC01934",0,0.333450418358621,0.2,0.072,0
